old_id	thing_uri	np_uri
https://w3id.org/peh/matrices/sediment	https://w3id.org/peh/matrices/RAgGBv-AqMjYnH4uvvlW_e1J-EH_aPZoOEQtRkHQI6xG4	https://w3id.org/np/RAgGBv-AqMjYnH4uvvlW_e1J-EH_aPZoOEQtRkHQI6xG4
https://w3id.org/peh/matrices/sediment-total	https://w3id.org/peh/matrices/RApoQUCi5LpbAvxbmBOOiQEuCNZlnXcOWReVGpvGgonrk	https://w3id.org/np/RApoQUCi5LpbAvxbmBOOiQEuCNZlnXcOWReVGpvGgonrk
https://w3id.org/peh/matrices/seed	https://w3id.org/peh/matrices/RAeA4Ww8dzMzrgtMvY3WxtuqV6dVT-fbbq_nn_8RbyBXo	https://w3id.org/np/RAeA4Ww8dzMzrgtMvY3WxtuqV6dVT-fbbq_nn_8RbyBXo
https://w3id.org/peh/matrices/soil-profile	https://w3id.org/peh/matrices/RA3W5WDRsMF-Q-fp2aclhnZ-6EG8EOZ8h57Xu9mUA6isw	https://w3id.org/np/RA3W5WDRsMF-Q-fp2aclhnZ-6EG8EOZ8h57Xu9mUA6isw
https://w3id.org/peh/matrices/spinach	https://w3id.org/peh/matrices/RAVOBJckXcVFKA7TEZIWz6A-Hp5fTYOJ1Eim3oHRn75NE	https://w3id.org/np/RAVOBJckXcVFKA7TEZIWz6A-Hp5fTYOJ1Eim3oHRn75NE
https://w3id.org/peh/matrices/sputum	https://w3id.org/peh/matrices/RA3eOqMz50NSxy4tARfcblPru3Hb2z4t3uPZCNodIXgas	https://w3id.org/np/RA3eOqMz50NSxy4tARfcblPru3Hb2z4t3uPZCNodIXgas
https://w3id.org/peh/matrices/surface-dust	https://w3id.org/peh/matrices/RALKUDuY7YhK-y-FqYAnlXGUk53ZrdGjzbWatrrKBSJyU	https://w3id.org/np/RALKUDuY7YhK-y-FqYAnlXGUk53ZrdGjzbWatrrKBSJyU
https://w3id.org/peh/matrices/terrestrial-matrix	https://w3id.org/peh/matrices/RAp198yXIguLXKOuFcERg-ekxi1P0PthEBX8KS8rXSLUk	https://w3id.org/np/RAp198yXIguLXKOuFcERg-ekxi1P0PthEBX8KS8rXSLUk
https://w3id.org/peh/matrices/total-suspended-particles	https://w3id.org/peh/matrices/RAxy7q3YcliQzC4TBevMXFkM1A0kqGI5bQH0OuhBuP6rQ	https://w3id.org/np/RAxy7q3YcliQzC4TBevMXFkM1A0kqGI5bQH0OuhBuP6rQ
https://w3id.org/peh/matrices/water-total	https://w3id.org/peh/matrices/RA5NDXoP-H4FfzoHu2oUTdW2XGMY2E9sBkEqnhLbfYusM	https://w3id.org/np/RA5NDXoP-H4FfzoHu2oUTdW2XGMY2E9sBkEqnhLbfYusM
https://w3id.org/peh/matrices/white-blood-cells	https://w3id.org/peh/matrices/RApD-tWwixrG91xhqStMC7b90IU5B7_JeNcYvX7JlBRfs	https://w3id.org/np/RApD-tWwixrG91xhqStMC7b90IU5B7_JeNcYvX7JlBRfs
https://w3id.org/peh/matrices/whole-plant	https://w3id.org/peh/matrices/RAbk6a3CTM-SqDwj7gSMtGk-5q7GkQiVxFA8IuBAcHvv4	https://w3id.org/np/RAbk6a3CTM-SqDwj7gSMtGk-5q7GkQiVxFA8IuBAcHvv4
https://w3id.org/peh/matrices/wood	https://w3id.org/peh/matrices/RAvK91PNzIfu6mYNiA6wRXL4LhjPLAiwN7SZnk-KoxiPo	https://w3id.org/np/RAvK91PNzIfu6mYNiA6wRXL4LhjPLAiwN7SZnk-KoxiPo
https://w3id.org/peh/matrices/zucchini	https://w3id.org/peh/matrices/RARrMaCYS1_RnPZUKKSCUwGiW1b6xjIb0l9Wbb-apx4cs	https://w3id.org/np/RARrMaCYS1_RnPZUKKSCUwGiW1b6xjIb0l9Wbb-apx4cs
